Entropy	Region	Response
11.33	R2	Stable
6.84	R3	Stable
11.35	R4	Stable
9.49	R1	Stable
11.21	R2	Stable
8.66	R3	Stable
10.46	R4	Stable
5.88	R1	Exclusion
6.29	R2	Exclusion
10.74	R3	Exclusion
9.30	R4	Exclusion
8.37	R1	Stable
10.16	R2	Stable
9.66	R3	Stable
8.73	R4	Stable
5.39	R1	Stable
9.66	R2	Stable
7.76	R3	Stable
11.11	R4	Stable
10.08	R1	Stable
9.75	R2	Stable
7.80	R3	Stable
6.49	R4	Stable
9.88	R1	Exclusion
11.58	R2	Exclusion
9.79	R3	Exclusion
8.09	R4	Exclusion
11.81	R1	Stable
1.95	R2	Stable
8.77	R3	Stable
8.56	R4	Stable
9.22	R1	Exclusion
13.43	R2	Exclusion
8.31	R3	Exclusion
7.06	R4	Exclusion
9.48	R1	Exclusion
9.70	R2	Exclusion
6.39	R3	Exclusion
8.63	R4	Exclusion
9.60	R1	Exclusion
9.51	R2	Exclusion
9.65	R3	Exclusion
7.55	R4	Exclusion
11.00	R1	Stable
11.90	R2	Stable
9.11	R3	Stable
9.40	R4	Stable
8.69	R1	Exclusion
3.87	R2	Exclusion
8.40	R3	Exclusion
9.58	R4	Exclusion
6.95	R1	Stable
8.16	R2	Stable
2.13	R3	Stable
9.04	R4	Stable
8.59	R1	Stable
10.12	R2	Stable
9.89	R3	Stable
4.95	R4	Stable
10.51	R1	Stable
7.32	R2	Stable
3.97	R3	Stable
6.37	R4	Stable
8.88	R1	Exclusion
9.60	R2	Exclusion
7.83	R3	Exclusion
9.79	R4	Exclusion
9.60	R1	Exclusion
5.51	R2	Exclusion
8.00	R3	Exclusion
9.11	R4	Exclusion
7.44	R1	Exclusion
6.95	R2	Exclusion
7.40	R3	Exclusion
9.07	R4	Exclusion
10.67	R1	Exclusion
4.83	R2	Exclusion
2.91	R3	Exclusion
1.15	R4	Exclusion
8.41	R1	Inclusion
8.89	R2	Inclusion
6.84	R3	Inclusion
-1.13	R4	Inclusion
8.66	R1	Stable
11.68	R2	Stable
2.97	R3	Stable
11.11	R4	Stable
7.50	R1	Stable
9.33	R2	Stable
10.47	R3	Stable
9.84	R4	Stable
8.56	R1	Stable
8.44	R2	Stable
9.10	R3	Stable
7.09	R4	Stable
10.29	R1	Stable
8.02	R2	Stable
7.66	R3	Stable
6.56	R4	Stable
5.61	R1	Exclusion
9.89	R2	Exclusion
4.85	R3	Exclusion
9.01	R4	Exclusion
10.10	R1	Exclusion
8.51	R2	Exclusion
8.94	R3	Exclusion
11.08	R4	Exclusion
8.34	R1	Stable
5.23	R2	Stable
3.87	R3	Stable
11.12	R4	Stable
8.63	R1	Exclusion
8.71	R2	Exclusion
8.34	R3	Exclusion
11.83	R4	Exclusion
7.98	R1	Exclusion
4.78	R2	Exclusion
7.12	R3	Exclusion
5.34	R4	Exclusion
7.66	R1	Exclusion
-1.62	R2	Exclusion
7.61	R3	Exclusion
12.19	R4	Exclusion
9.60	R1	Exclusion
8.94	R2	Exclusion
8.94	R3	Exclusion
10.51	R4	Exclusion
6.95	R1	Stable
6.10	R2	Stable
10.77	R3	Stable
3.80	R4	Stable
9.88	R1	Inclusion
8.33	R2	Inclusion
5.56	R3	Inclusion
8.04	R4	Inclusion
6.49	R1	Inclusion
9.42	R2	Inclusion
10.08	R3	Inclusion
10.15	R4	Inclusion
8.07	R1	Exclusion
6.44	R2	Exclusion
8.46	R3	Exclusion
12.10	R4	Exclusion
8.30	R1	Stable
-2.19	R2	Stable
9.27	R3	Stable
6.22	R4	Stable
7.54	R1	Inclusion
4.69	R2	Inclusion
-15.03	R3	Inclusion
8.98	R4	Inclusion
9.22	R1	Exclusion
4.78	R2	Exclusion
10.43	R3	Exclusion
10.46	R4	Exclusion
9.60	R1	Stable
6.68	R2	Stable
4.84	R3	Stable
9.53	R4	Stable
6.60	R1	Inclusion
6.62	R2	Inclusion
5.69	R3	Inclusion
9.88	R4	Inclusion
8.85	R1	Inclusion
10.96	R2	Inclusion
8.99	R3	Inclusion
6.73	R4	Inclusion
7.19	R1	Exclusion
7.03	R2	Exclusion
7.88	R3	Exclusion
4.51	R4	Exclusion
10.57	R1	Exclusion
7.40	R2	Exclusion
8.63	R3	Exclusion
8.69	R4	Exclusion
9.72	R1	Exclusion
8.29	R2	Exclusion
7.69	R3	Exclusion
6.84	R4	Exclusion
10.86	R1	Stable
7.89	R2	Stable
6.46	R3	Stable
9.14	R4	Stable
8.38	R1	Stable
6.71	R2	Stable
7.15	R3	Stable
8.78	R4	Stable
2.30	R1	Stable
8.54	R2	Stable
8.27	R3	Stable
9.18	R4	Stable
7.46	R1	Stable
9.14	R2	Stable
5.56	R3	Stable
11.57	R4	Stable
9.09	R1	Stable
7.20	R2	Stable
8.77	R3	Stable
8.55	R4	Stable
8.66	R1	Stable
12.75	R2	Stable
4.69	R3	Stable
12.66	R4	Stable
8.38	R1	Exclusion
-0.73	R2	Exclusion
9.99	R3	Exclusion
7.83	R4	Exclusion
8.49	R1	Stable
6.53	R2	Stable
5.29	R3	Stable
6.16	R4	Stable
9.88	R1	Stable
11.45	R2	Stable
5.56	R3	Stable
6.40	R4	Stable
9.54	R1	Exclusion
9.16	R2	Exclusion
7.55	R3	Exclusion
9.89	R4	Exclusion
10.13	R1	Exclusion
2.48	R2	Exclusion
9.72	R3	Exclusion
7.05	R4	Exclusion
5.87	R1	Exclusion
4.75	R2	Exclusion
9.65	R3	Exclusion
8.59	R4	Exclusion
7.84	R1	Exclusion
8.18	R2	Exclusion
11.01	R3	Exclusion
11.51	R4	Exclusion
10.86	R1	Exclusion
3.06	R2	Exclusion
8.63	R3	Exclusion
7.24	R4	Exclusion
7.66	R1	Exclusion
11.62	R2	Exclusion
6.04	R3	Exclusion
6.40	R4	Exclusion
6.80	R1	Exclusion
2.30	R2	Exclusion
8.94	R3	Exclusion
8.53	R4	Exclusion
8.91	R1	Stable
11.60	R2	Stable
5.45	R3	Stable
12.52	R4	Stable
11.01	R1	Inclusion
8.95	R2	Inclusion
2.53	R3	Inclusion
7.80	R4	Inclusion
6.91	R1	Stable
10.07	R2	Stable
6.62	R3	Stable
7.80	R4	Stable
7.64	R1	Exclusion
7.93	R2	Exclusion
8.56	R3	Exclusion
4.51	R4	Exclusion
10.90	R1	Stable
9.62	R2	Stable
7.00	R3	Stable
11.29	R4	Stable
7.67	R1	Inclusion
10.90	R2	Inclusion
8.04	R3	Inclusion
5.32	R4	Inclusion
11.08	R1	Stable
7.69	R2	Stable
5.07	R3	Stable
9.49	R4	Stable
8.30	R1	Exclusion
11.04	R2	Exclusion
10.07	R3	Exclusion
11.50	R4	Exclusion
10.07	R1	Exclusion
10.72	R2	Exclusion
3.27	R3	Exclusion
7.28	R4	Exclusion
9.08	R1	Stable
13.11	R2	Stable
8.37	R3	Stable
11.31	R4	Stable
9.14	R1	Stable
8.65	R2	Stable
4.69	R3	Stable
10.06	R4	Stable
6.37	R1	Stable
12.98	R2	Stable
6.62	R3	Stable
10.01	R4	Stable
10.86	R1	Exclusion
9.54	R2	Exclusion
3.54	R3	Exclusion
12.39	R4	Exclusion
9.11	R1	Exclusion
6.47	R2	Exclusion
5.99	R3	Exclusion
7.79	R4	Exclusion
8.94	R1	Inclusion
8.03	R2	Inclusion
8.04	R3	Inclusion
11.68	R4	Inclusion
10.27	R1	Exclusion
6.40	R2	Exclusion
7.40	R3	Exclusion
9.91	R4	Exclusion
9.24	R1	Stable
8.41	R2	Stable
7.23	R3	Stable
10.59	R4	Stable
7.87	R1	Stable
6.44	R2	Stable
3.33	R3	Stable
10.72	R4	Stable
10.28	R1	Stable
3.03	R2	Stable
4.50	R3	Stable
5.24	R4	Stable
10.08	R1	Inclusion
4.64	R2	Inclusion
9.07	R3	Inclusion
8.31	R4	Inclusion
9.72	R1	Stable
10.26	R2	Stable
6.84	R3	Stable
10.97	R4	Stable
5.41	R1	Inclusion
6.57	R2	Inclusion
-2.49	R3	Inclusion
11.67	R4	Inclusion
11.45	R1	Stable
5.37	R2	Stable
8.76	R3	Stable
10.70	R4	Stable
7.58	R1	Stable
9.30	R2	Stable
9.08	R3	Stable
10.58	R4	Stable
10.06	R1	Stable
5.41	R2	Stable
7.76	R3	Stable
10.38	R4	Stable
7.66	R1	Exclusion
0.62	R2	Exclusion
6.04	R3	Exclusion
6.40	R4	Exclusion
9.05	R1	Stable
8.16	R2	Stable
2.05	R3	Stable
8.22	R4	Stable
8.63	R1	Exclusion
7.09	R2	Exclusion
7.77	R3	Exclusion
12.16	R4	Exclusion
10.77	R1	Exclusion
10.20	R2	Exclusion
9.81	R3	Exclusion
9.19	R4	Exclusion
8.05	R1	Inclusion
6.94	R2	Inclusion
6.82	R3	Inclusion
8.01	R4	Inclusion
10.29	R1	Exclusion
7.38	R2	Exclusion
6.59	R3	Exclusion
11.89	R4	Exclusion
7.33	R1	Exclusion
11.32	R2	Exclusion
5.29	R3	Exclusion
9.81	R4	Exclusion
8.88	R1	Stable
9.03	R2	Stable
10.47	R3	Stable
8.42	R4	Stable
9.14	R1	Exclusion
7.54	R2	Exclusion
8.59	R3	Exclusion
3.41	R4	Exclusion
9.11	R1	Inclusion
3.91	R2	Inclusion
7.19	R3	Inclusion
13.51	R4	Inclusion
6.06	R1	Exclusion
7.78	R2	Exclusion
9.10	R3	Exclusion
10.30	R4	Exclusion
8.41	R1	Exclusion
8.97	R2	Exclusion
4.95	R3	Exclusion
7.99	R4	Exclusion
11.11	R1	Inclusion
11.66	R2	Inclusion
9.16	R3	Inclusion
10.22	R4	Inclusion
7.66	R1	Exclusion
9.98	R2	Exclusion
3.10	R3	Exclusion
8.96	R4	Exclusion
3.75	R1	Stable
6.61	R2	Stable
9.73	R3	Stable
8.04	R4	Stable
4.07	R1	Inclusion
5.25	R2	Inclusion
5.73	R3	Inclusion
10.56	R4	Inclusion
10.47	R1	Exclusion
8.58	R2	Exclusion
7.00	R3	Exclusion
11.91	R4	Exclusion
7.76	R1	Inclusion
8.58	R2	Inclusion
5.98	R3	Inclusion
9.86	R4	Inclusion
9.20	R1	Stable
6.28	R2	Stable
1.07	R3	Stable
11.62	R4	Stable
6.74	R1	Exclusion
8.44	R2	Exclusion
9.35	R3	Exclusion
7.66	R4	Exclusion
3.22	R1	Stable
5.29	R2	Stable
7.00	R3	Stable
7.87	R4	Stable
9.65	R1	Inclusion
11.58	R2	Inclusion
7.29	R3	Inclusion
12.56	R4	Inclusion
9.79	R1	Exclusion
6.30	R2	Exclusion
6.41	R3	Exclusion
6.42	R4	Exclusion
9.14	R1	Exclusion
6.28	R2	Exclusion
9.80	R3	Exclusion
7.90	R4	Exclusion
8.85	R1	Inclusion
8.25	R2	Inclusion
7.87	R3	Inclusion
1.42	R4	Inclusion
8.24	R1	Exclusion
7.23	R2	Exclusion
6.60	R3	Exclusion
9.90	R4	Exclusion
10.65	R1	Exclusion
5.01	R2	Exclusion
6.99	R3	Exclusion
12.18	R4	Exclusion
7.16	R1	Inclusion
5.45	R2	Inclusion
10.47	R3	Inclusion
6.57	R4	Inclusion
10.49	R1	Stable
9.26	R2	Stable
8.59	R3	Stable
6.63	R4	Stable
10.03	R1	Exclusion
4.26	R2	Exclusion
7.15	R3	Exclusion
6.49	R4	Exclusion
10.24	R1	Stable
9.03	R2	Stable
10.28	R3	Stable
8.76	R4	Stable
4.69	R1	Exclusion
5.47	R2	Exclusion
-12.49	R3	Exclusion
13.10	R4	Exclusion
9.88	R1	Inclusion
6.06	R2	Inclusion
10.08	R3	Inclusion
10.31	R4	Inclusion
9.99	R1	Exclusion
8.49	R2	Exclusion
7.82	R3	Exclusion
10.97	R4	Exclusion
9.46	R1	Exclusion
9.37	R2	Exclusion
8.41	R3	Exclusion
7.76	R4	Exclusion
10.77	R1	Stable
11.46	R2	Stable
9.82	R3	Stable
9.71	R4	Stable
8.56	R1	Stable
10.11	R2	Stable
6.30	R3	Stable
6.33	R4	Stable
10.91	R1	Inclusion
9.44	R2	Inclusion
8.07	R3	Inclusion
11.72	R4	Inclusion
8.70	R1	Exclusion
9.81	R2	Exclusion
7.80	R3	Exclusion
8.74	R4	Exclusion
8.30	R1	Inclusion
7.25	R2	Inclusion
-11.26	R3	Inclusion
9.32	R4	Inclusion
9.22	R1	Exclusion
10.95	R2	Exclusion
10.47	R3	Exclusion
13.14	R4	Exclusion
9.40	R1	Exclusion
8.40	R2	Exclusion
7.39	R3	Exclusion
4.81	R4	Exclusion
7.33	R1	Exclusion
7.39	R2	Exclusion
4.51	R3	Exclusion
7.00	R4	Exclusion
8.68	R1	Stable
6.66	R2	Stable
8.56	R3	Stable
1.86	R4	Stable
8.68	R1	Stable
4.77	R2	Stable
5.29	R3	Stable
8.32	R4	Stable
8.07	R1	Exclusion
7.62	R2	Exclusion
10.43	R3	Exclusion
6.92	R4	Exclusion
7.94	R1	Exclusion
-1.30	R2	Exclusion
8.27	R3	Exclusion
9.86	R4	Exclusion
7.80	R1	Exclusion
9.55	R2	Exclusion
4.69	R3	Exclusion
13.12	R4	Exclusion
7.00	R1	Exclusion
7.27	R2	Exclusion
5.95	R3	Exclusion
1.62	R4	Exclusion
9.60	R1	Stable
9.83	R2	Stable
8.56	R3	Stable
6.56	R4	Stable
8.38	R1	Exclusion
8.42	R2	Exclusion
8.00	R3	Exclusion
12.76	R4	Exclusion
10.47	R1	Exclusion
8.26	R2	Exclusion
10.07	R3	Exclusion
6.56	R4	Exclusion
8.85	R1	Exclusion
5.95	R2	Exclusion
3.33	R3	Exclusion
10.96	R4	Exclusion
8.31	R1	Exclusion
9.43	R2	Exclusion
8.54	R3	Exclusion
11.75	R4	Exclusion
10.91	R1	Exclusion
8.08	R2	Exclusion
-0.98	R3	Exclusion
13.00	R4	Exclusion
8.49	R1	Exclusion
4.42	R2	Exclusion
10.86	R3	Exclusion
3.01	R4	Exclusion
11.00	R1	Exclusion
7.67	R2	Exclusion
8.31	R3	Exclusion
8.32	R4	Exclusion
8.30	R1	Exclusion
10.31	R2	Exclusion
8.00	R3	Exclusion
11.12	R4	Exclusion
9.68	R1	Stable
10.91	R2	Stable
10.77	R3	Stable
10.21	R4	Stable
6.06	R1	Exclusion
7.48	R2	Exclusion
3.73	R3	Exclusion
5.88	R4	Exclusion
10.07	R1	Exclusion
10.34	R2	Exclusion
6.14	R3	Exclusion
9.89	R4	Exclusion
10.07	R1	Exclusion
2.06	R2	Exclusion
9.65	R3	Exclusion
8.66	R4	Exclusion
9.06	R1	Exclusion
4.38	R2	Exclusion
6.29	R3	Exclusion
6.86	R4	Exclusion
9.16	R1	Exclusion
9.50	R2	Exclusion
4.44	R3	Exclusion
8.48	R4	Exclusion
7.20	R1	Stable
5.49	R2	Stable
7.15	R3	Stable
7.58	R4	Stable
5.96	R1	Exclusion
8.15	R2	Exclusion
11.37	R3	Exclusion
4.63	R4	Exclusion
9.85	R1	Stable
4.47	R2	Stable
9.45	R3	Stable
3.31	R4	Stable
8.38	R1	Exclusion
8.06	R2	Exclusion
7.80	R3	Exclusion
7.30	R4	Exclusion
11.08	R1	Stable
7.10	R2	Stable
10.22	R3	Stable
11.20	R4	Stable
10.67	R1	Exclusion
1.27	R2	Exclusion
7.52	R3	Exclusion
6.81	R4	Exclusion
6.96	R1	Stable
7.02	R2	Stable
9.21	R3	Stable
9.52	R4	Stable
7.94	R1	Inclusion
6.87	R2	Inclusion
5.29	R3	Inclusion
8.41	R4	Inclusion
10.67	R1	Exclusion
0.69	R2	Exclusion
9.10	R3	Exclusion
8.87	R4	Exclusion
4.99	R1	Exclusion
7.02	R2	Exclusion
7.21	R3	Exclusion
8.94	R4	Exclusion
8.62	R1	Stable
10.48	R2	Stable
11.01	R3	Stable
9.10	R4	Stable
9.57	R1	Exclusion
5.45	R2	Exclusion
6.58	R3	Exclusion
10.00	R4	Exclusion
9.49	R1	Exclusion
7.00	R2	Exclusion
9.22	R3	Exclusion
7.55	R4	Exclusion
6.49	R1	Exclusion
4.69	R2	Exclusion
8.29	R3	Exclusion
8.82	R4	Exclusion
9.22	R1	Exclusion
8.48	R2	Exclusion
7.94	R3	Exclusion
11.32	R4	Exclusion
10.57	R1	Exclusion
4.47	R2	Exclusion
10.22	R3	Exclusion
10.42	R4	Exclusion
9.14	R1	Stable
9.02	R2	Stable
8.69	R3	Stable
11.67	R4	Stable
9.16	R1	Exclusion
7.29	R2	Exclusion
7.40	R3	Exclusion
9.16	R4	Exclusion
10.08	R1	Inclusion
5.51	R2	Inclusion
7.61	R3	Inclusion
12.41	R4	Inclusion
10.44	R1	Inclusion
6.69	R2	Inclusion
-8.78	R3	Inclusion
7.49	R4	Inclusion
9.21	R1	Exclusion
7.83	R2	Exclusion
3.78	R3	Exclusion
12.08	R4	Exclusion
9.09	R1	Exclusion
10.78	R2	Exclusion
7.96	R3	Exclusion
10.31	R4	Exclusion
10.36	R1	Stable
10.05	R2	Stable
9.22	R3	Stable
4.32	R4	Stable
6.92	R1	Stable
4.36	R2	Stable
7.84	R3	Stable
8.21	R4	Stable
10.06	R1	Exclusion
9.09	R2	Exclusion
7.52	R3	Exclusion
11.21	R4	Exclusion
10.36	R1	Exclusion
8.03	R2	Exclusion
2.98	R3	Exclusion
5.79	R4	Exclusion
9.06	R1	Stable
10.51	R2	Stable
10.13	R3	Stable
8.71	R4	Stable
10.28	R1	Stable
-1.79	R2	Stable
8.68	R3	Stable
10.19	R4	Stable
8.70	R1	Exclusion
8.68	R2	Exclusion
7.07	R3	Exclusion
8.31	R4	Exclusion
8.99	R1	Stable
9.70	R2	Stable
8.92	R3	Stable
11.23	R4	Stable
11.11	R1	Inclusion
11.66	R2	Inclusion
9.60	R3	Inclusion
10.22	R4	Inclusion
6.10	R1	Exclusion
10.14	R2	Exclusion
7.68	R3	Exclusion
6.04	R4	Exclusion
10.45	R1	Exclusion
4.86	R2	Exclusion
8.28	R3	Exclusion
7.04	R4	Exclusion
11.01	R1	Exclusion
8.23	R2	Exclusion
8.95	R3	Exclusion
11.93	R4	Exclusion
8.07	R1	Exclusion
8.37	R2	Exclusion
8.54	R3	Exclusion
4.01	R4	Exclusion
6.91	R1	Stable
8.31	R2	Stable
7.30	R3	Stable
9.15	R4	Stable
11.00	R1	Stable
8.29	R2	Stable
2.73	R3	Stable
3.55	R4	Stable
8.15	R1	Exclusion
10.01	R2	Exclusion
6.46	R3	Exclusion
9.77	R4	Exclusion
9.73	R1	Exclusion
6.40	R2	Exclusion
7.39	R3	Exclusion
12.26	R4	Exclusion
11.11	R1	Inclusion
3.87	R2	Inclusion
10.08	R3	Inclusion
1.39	R4	Inclusion
5.50	R1	Exclusion
9.42	R2	Exclusion
4.51	R3	Exclusion
6.04	R4	Exclusion
6.65	R1	Stable
9.61	R2	Stable
11.45	R3	Stable
10.37	R4	Stable
4.46	R1	Inclusion
6.17	R2	Inclusion
9.11	R3	Inclusion
1.52	R4	Inclusion
8.83	R1	Exclusion
7.36	R2	Exclusion
10.06	R3	Exclusion
5.56	R4	Exclusion
9.25	R1	Stable
8.26	R2	Stable
3.27	R3	Stable
10.64	R4	Stable
9.88	R1	Inclusion
6.18	R2	Inclusion
8.40	R3	Inclusion
5.11	R4	Inclusion
10.86	R1	Exclusion
5.28	R2	Exclusion
8.62	R3	Exclusion
6.79	R4	Exclusion
6.62	R1	Exclusion
6.06	R2	Exclusion
7.30	R3	Exclusion
10.45	R4	Exclusion
10.36	R1	Exclusion
8.65	R2	Exclusion
9.43	R3	Exclusion
10.59	R4	Exclusion
10.45	R1	Exclusion
7.06	R2	Exclusion
7.79	R3	Exclusion
9.49	R4	Exclusion
6.71	R1	Inclusion
11.02	R2	Inclusion
7.54	R3	Inclusion
11.10	R4	Inclusion
4.78	R1	Inclusion
5.06	R2	Inclusion
9.06	R3	Inclusion
11.09	R4	Inclusion
9.79	R1	Exclusion
9.04	R2	Exclusion
10.11	R3	Exclusion
7.56	R4	Exclusion
11.45	R1	Stable
8.68	R2	Stable
10.22	R3	Stable
10.23	R4	Stable
10.65	R1	Stable
9.08	R2	Stable
9.45	R3	Stable
7.88	R4	Stable
10.45	R1	Stable
11.14	R2	Stable
2.97	R3	Stable
7.98	R4	Stable
9.79	R1	Exclusion
8.74	R2	Exclusion
7.54	R3	Exclusion
6.91	R4	Exclusion
8.24	R1	Inclusion
7.45	R2	Inclusion
4.57	R3	Inclusion
6.28	R4	Inclusion
8.05	R1	Exclusion
8.56	R2	Exclusion
10.03	R3	Exclusion
7.66	R4	Exclusion
8.92	R1	Exclusion
8.13	R2	Exclusion
7.77	R3	Exclusion
10.44	R4	Exclusion
9.24	R1	Stable
9.36	R2	Stable
7.83	R3	Stable
7.88	R4	Stable
10.57	R1	Exclusion
7.06	R2	Exclusion
8.31	R3	Exclusion
6.04	R4	Exclusion
4.29	R1	Stable
5.05	R2	Stable
11.01	R3	Stable
9.90	R4	Stable
10.77	R1	Exclusion
7.34	R2	Exclusion
6.32	R3	Exclusion
5.02	R4	Exclusion
8.77	R1	Stable
3.63	R2	Stable
9.80	R3	Stable
12.34	R4	Stable
7.64	R1	Exclusion
8.48	R2	Exclusion
7.00	R3	Exclusion
10.14	R4	Exclusion
10.47	R1	Exclusion
6.12	R2	Exclusion
8.40	R3	Exclusion
12.96	R4	Exclusion
8.78	R1	Exclusion
11.61	R2	Exclusion
8.10	R3	Exclusion
10.49	R4	Exclusion
10.03	R1	Exclusion
5.02	R2	Exclusion
7.94	R3	Exclusion
8.62	R4	Exclusion
8.95	R1	Exclusion
8.20	R2	Exclusion
7.00	R3	Exclusion
10.87	R4	Exclusion
7.66	R1	Stable
8.00	R2	Stable
9.73	R3	Stable
11.85	R4	Stable
10.28	R1	Exclusion
4.99	R2	Exclusion
11.78	R3	Exclusion
7.44	R4	Exclusion
8.73	R1	Inclusion
7.54	R2	Inclusion
0.99	R3	Inclusion
6.01	R4	Inclusion
8.00	R1	Inclusion
8.08	R2	Inclusion
7.00	R3	Inclusion
9.71	R4	Inclusion
7.44	R1	Exclusion
8.55	R2	Exclusion
3.37	R3	Exclusion
8.02	R4	Exclusion
5.59	R1	Inclusion
8.62	R2	Inclusion
5.17	R3	Inclusion
8.46	R4	Inclusion
11.08	R1	Stable
4.19	R2	Stable
8.80	R3	Stable
8.30	R4	Stable
6.64	R1	Exclusion
8.05	R2	Exclusion
8.76	R3	Exclusion
8.29	R4	Exclusion
9.46	R1	Exclusion
8.46	R2	Exclusion
8.70	R3	Exclusion
9.38	R4	Exclusion
8.10	R1	Stable
12.62	R2	Stable
10.51	R3	Stable
6.38	R4	Stable
4.06	R1	Stable
8.00	R2	Stable
4.71	R3	Stable
7.88	R4	Stable
5.64	R1	Stable
5.51	R2	Stable
8.27	R3	Stable
7.58	R4	Stable
9.09	R1	Stable
-3.28	R2	Stable
10.28	R3	Stable
11.95	R4	Stable
9.60	R1	Inclusion
6.27	R2	Inclusion
5.26	R3	Inclusion
5.92	R4	Inclusion
10.10	R1	Stable
11.36	R2	Stable
6.79	R3	Stable
11.53	R4	Stable
8.38	R1	Stable
7.52	R2	Stable
0.84	R3	Stable
13.89	R4	Stable
8.70	R1	Inclusion
2.53	R2	Inclusion
11.00	R3	Inclusion
10.06	R4	Inclusion
10.47	R1	Stable
4.20	R2	Stable
6.14	R3	Stable
6.51	R4	Stable
9.48	R1	Exclusion
9.84	R2	Exclusion
3.26	R3	Exclusion
7.94	R4	Exclusion
4.27	R1	Exclusion
9.00	R2	Exclusion
7.35	R3	Exclusion
8.19	R4	Exclusion
8.92	R1	Exclusion
7.25	R2	Exclusion
7.82	R3	Exclusion
5.72	R4	Exclusion
3.34	R1	Exclusion
6.98	R2	Exclusion
8.77	R3	Exclusion
8.73	R4	Exclusion
10.03	R1	Exclusion
4.26	R2	Exclusion
7.15	R3	Exclusion
6.49	R4	Exclusion
7.94	R1	Inclusion
6.87	R2	Inclusion
3.38	R3	Inclusion
8.41	R4	Inclusion
5.45	R1	Inclusion
10.00	R2	Inclusion
5.83	R3	Inclusion
12.61	R4	Inclusion
10.67	R1	Exclusion
4.63	R2	Exclusion
3.61	R3	Exclusion
8.87	R4	Exclusion
10.86	R1	Inclusion
13.91	R2	Inclusion
6.38	R3	Inclusion
9.11	R4	Inclusion
9.45	R1	Exclusion
8.03	R2	Exclusion
10.67	R3	Exclusion
7.99	R4	Exclusion
9.07	R1	Stable
8.65	R2	Stable
5.37	R3	Stable
11.77	R4	Stable
7.70	R1	Exclusion
10.55	R2	Exclusion
7.96	R3	Exclusion
14.53	R4	Exclusion
9.88	R1	Stable
5.94	R2	Stable
7.83	R3	Stable
7.45	R4	Stable
8.23	R1	Inclusion
9.47	R2	Inclusion
7.47	R3	Inclusion
8.59	R4	Inclusion
9.24	R1	Exclusion
8.36	R2	Exclusion
7.83	R3	Exclusion
7.88	R4	Exclusion
6.92	R1	Stable
4.44	R2	Stable
7.84	R3	Stable
8.21	R4	Stable
8.85	R1	Stable
10.70	R2	Stable
1.71	R3	Stable
8.29	R4	Stable
11.11	R1	Inclusion
7.65	R2	Inclusion
9.16	R3	Inclusion
10.22	R4	Inclusion
9.30	R1	Exclusion
8.97	R2	Exclusion
2.75	R3	Exclusion
11.37	R4	Exclusion
10.08	R1	Exclusion
10.54	R2	Exclusion
7.35	R3	Exclusion
10.28	R4	Exclusion
7.76	R1	Inclusion
8.58	R2	Inclusion
3.29	R3	Inclusion
9.86	R4	Inclusion
9.89	R1	Exclusion
7.61	R2	Exclusion
8.34	R3	Exclusion
7.92	R4	Exclusion
9.01	R1	Inclusion
5.96	R2	Inclusion
6.60	R3	Inclusion
9.67	R4	Inclusion
7.09	R1	Exclusion
11.64	R2	Exclusion
8.05	R3	Exclusion
8.77	R4	Exclusion
8.07	R1	Exclusion
6.25	R2	Exclusion
3.13	R3	Exclusion
8.28	R4	Exclusion
5.88	R1	Exclusion
7.36	R2	Exclusion
7.96	R3	Exclusion
11.18	R4	Exclusion
10.08	R1	Exclusion
11.37	R2	Exclusion
10.28	R3	Exclusion
9.55	R4	Exclusion
8.34	R1	Exclusion
13.93	R2	Exclusion
8.42	R3	Exclusion
7.38	R4	Exclusion
7.75	R1	Exclusion
8.11	R2	Exclusion
6.64	R3	Exclusion
10.14	R4	Exclusion
9.60	R1	Stable
8.91	R2	Stable
10.65	R3	Stable
13.37	R4	Stable
5.59	R1	Inclusion
4.05	R2	Inclusion
9.45	R3	Inclusion
8.88	R4	Inclusion
5.26	R1	Exclusion
7.86	R2	Exclusion
8.57	R3	Exclusion
5.92	R4	Exclusion
9.46	R1	Exclusion
9.23	R2	Exclusion
6.46	R3	Exclusion
5.10	R4	Exclusion
9.65	R1	Stable
8.00	R2	Stable
8.78	R3	Stable
9.20	R4	Stable
10.22	R1	Inclusion
7.22	R2	Inclusion
7.19	R3	Inclusion
8.35	R4	Inclusion
11.11	R1	Inclusion
12.28	R2	Inclusion
9.24	R3	Inclusion
12.68	R4	Inclusion
5.39	R1	Stable
12.54	R2	Stable
8.68	R3	Stable
6.93	R4	Stable
8.68	R1	Exclusion
12.46	R2	Exclusion
4.80	R3	Exclusion
7.75	R4	Exclusion
10.03	R1	Exclusion
8.50	R2	Exclusion
6.28	R3	Exclusion
4.34	R4	Exclusion
8.68	R1	Exclusion
4.75	R2	Exclusion
9.11	R3	Exclusion
10.16	R4	Exclusion
10.51	R1	Exclusion
6.35	R2	Exclusion
11.01	R3	Exclusion
7.28	R4	Exclusion
9.65	R1	Stable
4.45	R2	Stable
8.69	R3	Stable
9.41	R4	Stable
8.83	R1	Stable
5.32	R2	Stable
7.30	R3	Stable
12.51	R4	Stable
11.08	R1	Stable
12.19	R2	Stable
7.56	R3	Stable
9.84	R4	Stable
10.08	R1	Stable
7.02	R2	Stable
9.65	R3	Stable
11.53	R4	Stable
9.60	R1	Exclusion
